HUC_8,AREA_ACRES,HUC_8
10180009,3323851.05501,10180009
10200203,1058930.05055,10200203
10230006,781671.743484,10230006
10250014,473653.627971,10250014
10270103,733337.167555,10270103
10280201,872451.33344,10280201
10290202,483091.724441,10290202
10300101,1749446.64896,10300101
11010006,1170384.0065,11010006
11030006,582906.33016,11030006
11030011,619706.04386,11030011
11030012,853382.853253,11030012
11030014,626914.599804,11030014
14020001,493670.821375,14020001
14060002,421864.047808,14060002
14060007,1210282.87023,14060007
16030005,2581920.08375,16030005
16030007,1112294.61703,16030007
16040101,1764275.66227,16040101
16040105,2055678.15529,16040105
17010203,1479981.93321,17010203
17010204,1277526.08613,17010204
17050115,177833.787129,17050115
17050201,828843.896204,17050201
17060103,452895.09718,17060103
17060305,751469.917381,17060305
17100301,863397.495768,17100301
17100302,1155029.44905,17100302
17110008,444220.570393,17110008
18070104,935721.388889,18070104
18070201,669978.144033,18070201
18070202,489569.826991,18070202
18070302,474035.053923,18070302
11060001,610412.294782,11060001
11060005,1292708.59902,11060005
11070201,722155.440337,11070201
11080002,669314.597579,11080002
11080006,1542588.54044,11080006
11090202,1172789.74473,11090202
11100301,1193748.7831,11100301
11100303,1625037.23807,11100303
10250012,501265.766771,10250012
10250013,388821.060604,10250013
10250015,666905.250978,10250015
10260005,412458.203131,10260005
10260010,964330.880275,10260010
17010211,469644.047433,17010211
17010212,1289212.61604,17010212
17010214,782319.021395,17010214
18010203,467826.388197,18010203
18010210,480907.870721,18010210
11110203,727258.568885,11110203
11120303,890428.014325,11120303
11140201,570348.79879,11140201
11140203,933090.286196,11140203
11140206,713423.814036,11140206
17110021,277324.571185,17110021
10130305,1011307.80565,10130305
17040206,1837611.21599,17040206
17050203,1095047.68977,17050203
17010210,525197.746072,17010210
07120005,649082.286958,07120005
10040203,436076.453695,10040203
16020102,830643.879013,16020102
10280102,1416644.23974,10280102
10290101,1389591.49261,10290101
10290107,543895.454036,10290107
10290201,1145654.99519,10290201
10300104,990075.036035,10300104
11030015,609895.420221,11030015
11030016,252512.510911,11030016
17010303,412103.231359,17010303
17040204,703635.703846,17040204
11010004,961426.106904,11010004
11030001,1515487.0032,11030001
11030004,1070417.52542,11030004
11030009,796261.420531,11030009
11030013,647426.314208,11030013
12010005,1698897.09293,12010005
13020102,2022562.84066,13020102
13060008,1076235.52529,13060008
14040102,802526.937513,14040102
14050003,1962685.2538,14050003
14060009,1552346.97483,14060009
14070003,1261495.17519,14070003
14080203,747214.698294,14080203
15040002,1323184.02203,15040002
15060105,666888.993545,15060105
16010102,524550.164812,16010102
16020101,755850.895893,16020101
17070103,1626949.88953,17070103
16030001,761631.12671,16030001
16030002,790163.972144,16030002
16040108,1680859.61196,16040108
16050201,601743.86073,16050201
16050202,549286.099642,16050202
17010202,1149587.51349,17010202
17010307,582769.182742,17010307
17020003,646811.403055,17020003
17040207,697904.400045,17040207
17040208,850300.16776,17040208
17040215,622600.605024,17040215
17040219,960075.260641,17040219
17040221,750880.873185,17040221
11040001,1083431.79067,11040001
11040007,937283.501009,11040007
11070208,663375.371427,11070208
11070209,1409128.75299,11070209
11080003,1301838.503,11080003
11110105,1215612.082,11110105
11130302,2056029.8569,11130302
11140204,250887.708199,11140204
11140209,575086.634677,11140209
11140305,568352.092375,11140305
13020202,676723.117732,13020202
14010003,622881.396559,14010003
14040101,1882389.63036,14040101
11030018,649552.707615,11030018
11040006,1117850.71402,11040006
11060002,687775.33808,11060002
11070101,757807.108725,11070101
11070104,443888.319671,11070104
11070105,456253.546539,11070105
11070202,599814.810875,11070202
11070204,873855.433718,11070204
11070205,916924.601554,11070205
11070206,587001.469294,11070206
11070207,1649625.67692,11070207
11080001,1105334.40107,11080001
11110104,1148625.22712,11110104
17070106,862088.631042,17070106
17090012,255599.71825,17090012
17100103,838850.191423,17100103
17050102,2115297.86116,17050102
17050114,877322.433515,17050114
17050118,386372.008674,17050118
17060104,1047089.83196,17060104
18060002,1146835.88549,18060002
18070103,333009.097155,18070103
14040106,1600420.44774,14040106
14060001,618015.572947,14060001
15010008,1386357.11561,15010008
16010101,1285623.97883,16010101
16010203,609345.13027,16010203
16020202,639517.003929,16020202
10250017,1271660.30981,10250017
10260004,904433.964839,10260004
10260006,1009388.45646,10260006
10260011,888520.829304,10260011
10260012,859750.835382,10260012
10260014,676397.674973,10260014
10260015,1203566.02558,10260015
16050101,326343.080055,16050101
17010201,1210912.45803,17010201
17010208,726654.232429,17010208
17040209,2294115.55228,17040209
17040212,1593561.31831,17040212
17040213,1335241.84616,17040213
17110014,644978.037107,17110014
05030104,70679.2513344,05030104
10250001,1104508.59587,10250001
10190011,891275.606294,10190011
09020314,1078505.31574,09020314
